location,guests,bedrooms,beds,bathrooms,wifi,parking,kitchen,pool,gym,fireplace,security,price_per_night
Surat,10,5,1,2,0,0,0,1,0,1,1,13801
Mumbai,8,2,3,4,1,0,1,0,1,1,1,12637
Coimbatore,2,1,4,3,0,1,1,1,0,0,1,9294
Mumbai,9,5,1,3,1,0,0,0,0,0,1,11505
Raipur,10,4,4,4,1,1,1,1,1,1,1,15838
Pune,10,1,4,3,1,0,0,1,0,1,1,12593
Indore,6,4,2,4,0,1,1,1,1,0,0,12446
Ahmedabad,6,1,1,3,1,0,1,0,0,1,1,9333
Hyderabad,4,5,2,2,0,1,1,0,0,0,1,11208
Hyderabad,6,3,3,3,0,1,0,0,0,1,1,12348
Jodhpur,6,4,3,2,1,1,0,0,1,1,0,9197
Dehradun,6,2,4,4,1,0,0,1,1,0,1,10798
Lucknow,1,2,6,2,0,0,1,0,1,1,0,9457
Chennai,6,2,3,4,1,1,1,1,0,0,1,13280
Patna,9,3,3,1,0,0,1,0,1,1,1,10547
Bangalore,4,4,3,3,0,1,1,0,1,1,0,13283
Udaipur,3,2,5,3,0,0,1,1,1,1,1,10703
Dehradun,1,3,3,3,0,0,1,0,1,0,0,6423
Shimla,5,2,2,2,1,0,1,0,0,1,0,7443
Chandigarh,4,1,1,3,0,1,1,1,1,0,1,10322
Dehradun,3,2,3,4,0,0,0,0,0,1,0,6320
Bhopal,7,1,3,1,1,1,1,1,0,0,0,10420
Mysore,10,3,4,3,0,0,1,1,0,0,1,11269
Varanasi,6,5,5,2,0,0,1,1,1,0,1,11909
Indore,10,3,1,1,0,0,0,1,0,1,1,11107
Hyderabad,6,3,4,3,0,0,0,1,1,0,0,13324
Bangalore,5,4,1,2,0,0,0,1,1,1,1,12777
Dehradun,2,3,3,3,0,1,1,1,0,0,1,9504
Shimla,10,2,2,2,1,1,0,1,0,0,1,10961
Nagpur,4,1,1,3,0,0,1,1,1,0,0,9810
Chandigarh,8,3,2,1,0,0,1,0,0,1,1,8660
Varanasi,8,4,2,1,0,0,0,1,0,0,0,8539
Chandigarh,6,5,3,2,0,0,1,1,0,0,0,11330
Patna,4,1,6,4,1,1,1,1,0,1,0,12116
Jodhpur,5,1,3,3,0,0,0,0,1,1,1,7944
Patna,7,2,4,1,0,0,1,0,0,1,0,8083
Delhi,8,4,6,2,0,1,0,0,0,1,1,13407
Pune,2,4,5,2,1,1,1,1,0,1,0,13125
Dehradun,2,2,4,2,0,0,1,0,1,1,0,6564
Bhopal,3,1,4,2,0,0,1,1,1,1,1,10589
Mysore,6,4,6,4,0,0,1,1,0,1,1,12945
Mumbai,1,3,6,1,1,0,1,1,0,1,0,11404
Jodhpur,10,3,4,4,0,1,0,1,1,0,1,13507
Dehradun,10,2,1,1,0,1,1,1,1,0,1,11004
Lucknow,10,3,2,2,1,1,1,1,1,1,1,14473
Udaipur,4,1,3,3,1,0,1,1,1,1,1,10251
Shimla,2,5,4,3,0,0,0,1,0,0,0,8977
Shimla,6,3,1,4,1,0,1,0,0,0,0,7575
Jodhpur,2,5,6,4,0,1,0,0,1,0,1,11297
Chandigarh,5,4,6,2,0,0,0,1,0,0,1,10319
Raipur,10,5,2,3,1,0,0,1,0,1,1,12108
Delhi,5,2,2,1,1,1,0,1,0,1,1,11510
Pune,7,5,1,4,1,0,1,1,1,0,1,14615
Mumbai,6,1,2,4,0,0,0,1,0,0,0,10438
Bhopal,4,3,4,4,0,0,1,0,0,1,1,9523
Nagpur,9,1,1,4,0,1,1,1,1,1,0,12607
Surat,4,5,2,3,1,0,1,1,0,0,0,12209
Pune,5,1,3,4,1,0,0,1,1,1,1,12310
Patna,7,1,6,4,1,0,1,0,0,1,0,10265
Mumbai,4,5,2,2,1,0,0,1,0,1,1,12193
Pune,3,1,6,2,1,0,0,0,1,1,1,10595
Mysore,5,5,6,2,1,1,0,1,1,1,0,12081
Delhi,9,4,3,2,1,0,0,1,1,0,1,15531
Patna,6,4,6,1,1,0,0,1,1,0,1,12933
Raipur,9,3,1,2,1,0,1,1,1,1,1,11728
Bhopal,5,2,4,1,0,0,1,1,0,1,1,9965
Mumbai,10,4,5,4,1,0,0,1,0,1,0,15830
Chennai,6,5,4,3,0,0,1,1,1,0,0,14439
Jaipur,7,5,4,2,0,1,0,0,1,0,1,12067
Agra,3,2,5,3,1,1,0,1,0,0,1,9860
Delhi,6,3,5,4,1,1,1,0,0,0,0,12178
Delhi,3,3,1,3,0,0,0,1,1,0,0,10628
Pune,2,2,4,4,1,1,1,0,0,0,1,11212
Coimbatore,4,1,5,1,1,0,1,1,1,0,1,10767
Mysore,6,2,5,1,1,1,1,0,1,0,0,8845
Shimla,6,3,1,4,1,0,1,1,0,1,1,11952
Bhopal,4,1,3,4,1,1,1,1,0,0,0,10594
Ahmedabad,3,4,2,1,1,0,1,1,1,1,0,13109
Shimla,7,3,3,3,0,1,0,0,0,1,1,8437
Coimbatore,7,1,5,1,1,1,1,0,0,1,1,10114
Udaipur,9,3,4,4,0,0,1,0,1,1,1,11257
Jaipur,5,2,5,4,1,0,0,0,1,0,1,10687
Shimla,9,4,2,2,0,1,1,1,1,1,1,12701
Surat,2,1,5,3,0,1,0,1,0,1,1,9739
Hyderabad,2,4,4,1,0,0,1,0,1,1,1,10838
Indore,9,5,3,4,0,0,0,1,1,1,1,15029
Kolkata,9,3,2,3,1,1,1,0,0,1,1,12565
Kolkata,1,2,3,1,0,1,1,1,0,0,0,9109
Jaipur,10,2,2,1,1,0,1,0,1,0,0,9696
Surat,8,3,5,4,0,1,1,1,1,1,1,15268
Pune,3,4,3,1,0,0,1,1,1,0,0,12689
Chennai,9,1,3,1,0,0,0,1,1,0,0,11548
Ahmedabad,3,4,5,1,0,0,1,0,1,0,1,10617
Bangalore,10,1,4,4,0,0,0,1,0,1,1,14630
Patna,1,1,5,1,1,0,1,1,1,1,0,9998
Mysore,5,5,4,4,0,1,1,1,0,1,0,12092
Dehradun,3,4,4,4,1,0,0,1,0,0,1,9585
Shimla,5,4,2,4,0,1,0,0,0,0,0,8537
Pune,10,5,1,3,0,0,1,0,0,1,0,13075
Mumbai,8,3,2,3,0,0,1,1,1,0,0,13447
Kolkata,6,1,1,1,1,0,0,0,0,1,0,8879
Ahmedabad,8,1,6,1,0,0,0,0,1,0,0,9530
Indore,9,4,5,1,1,1,1,0,0,0,0,10369
Bangalore,5,2,1,4,1,0,0,1,1,0,0,11846
Mumbai,3,4,3,3,0,1,0,0,1,1,1,11435
Coimbatore,3,2,5,3,1,1,0,0,1,1,0,9629
Hyderabad,5,1,3,3,1,0,0,1,0,0,0,10357
Coimbatore,2,5,1,2,0,0,0,1,0,0,1,10015
Indore,10,1,2,4,0,0,1,0,1,1,1,11345
Bangalore,8,5,4,4,0,1,1,0,1,1,1,14556
Bangalore,9,4,5,2,0,0,1,1,0,0,1,13797
Delhi,4,2,6,3,0,1,0,0,1,1,0,11349
Patna,4,2,6,2,0,1,0,0,1,1,0,8745
Patna,7,4,5,2,1,1,0,0,0,0,0,10167
Udaipur,3,5,3,4,0,1,0,1,0,0,1,11056
Chandigarh,2,5,4,4,0,0,0,1,0,0,0,11109
Chennai,5,2,6,3,1,1,0,0,1,1,1,13411
Mysore,8,5,6,1,0,0,0,0,0,0,0,8104
Jodhpur,2,4,1,3,1,1,0,1,0,0,0,8114
Kolkata,10,3,2,1,0,1,1,1,0,0,0,11864
Coimbatore,6,4,5,2,0,0,1,1,0,1,0,12857
Pune,4,4,4,1,0,0,1,0,0,1,1,10302
Bangalore,1,2,1,1,1,0,0,1,0,0,0,8245
Bhopal,9,1,5,1,1,0,1,0,1,1,1,10788
Chandigarh,1,4,4,4,1,1,1,1,1,1,0,13946
Nagpur,2,3,5,4,0,0,1,1,1,0,0,11268
Bhopal,4,2,5,2,0,1,1,1,1,0,1,10772
Chandigarh,3,2,2,4,0,1,1,1,1,1,0,11969
Pune,8,5,1,1,1,0,0,0,0,1,1,11165
Hyderabad,9,1,3,2,0,1,1,1,0,1,0,11823
Agra,3,5,6,1,1,1,1,1,0,1,0,11143
Raipur,10,3,2,1,0,0,1,1,0,1,1,10175
Jaipur,7,5,1,4,1,0,1,1,0,0,1,13907
Bhopal,1,1,1,2,1,1,0,0,0,0,0,4910
Patna,6,3,2,2,0,0,1,1,1,0,1,12304
Hyderabad,5,4,5,1,1,0,1,0,0,0,0,10156
Ahmedabad,5,2,5,4,1,1,1,0,1,0,1,11879
Ahmedabad,4,5,2,1,1,1,1,1,0,1,0,13527
Chennai,1,5,4,4,1,0,0,0,1,0,1,12553
Dehradun,1,4,5,4,1,1,1,0,0,0,1,9360
Patna,4,4,6,3,0,0,0,1,0,1,1,12969
Lucknow,2,2,2,4,0,1,0,0,1,0,1,9349
Chennai,3,3,6,2,1,0,0,1,1,0,1,13392
Jodhpur,8,5,6,2,0,0,1,0,1,0,0,10454
Bangalore,2,1,6,3,1,1,0,0,0,1,0,9943
Nagpur,7,3,5,4,1,1,0,1,0,1,1,14258
Jaipur,4,1,5,2,1,1,1,1,0,1,1,11478
Jaipur,7,5,4,1,1,1,0,0,1,1,0,11369
Pune,1,5,6,4,0,0,0,1,0,0,0,12261
Chennai,4,4,3,2,0,1,1,0,0,1,1,10981
Shimla,5,4,5,4,1,1,0,1,1,1,1,13897
Agra,8,2,2,4,1,0,1,0,1,0,1,9351
Delhi,9,3,3,3,0,1,1,0,0,1,0,12987
Agra,6,1,6,1,1,1,0,1,0,1,0,9040
Bhopal,8,5,2,1,0,0,1,1,1,0,0,11917
Surat,9,3,4,2,0,1,0,1,0,0,0,10531
Coimbatore,7,1,4,4,0,0,0,0,0,1,1,8587
Delhi,9,2,4,3,0,0,1,1,0,0,1,12896
Pune,1,2,4,3,1,0,1,1,1,1,1,12986
Dehradun,5,3,5,1,1,0,0,1,1,0,0,10275
Hyderabad,4,2,5,2,1,1,0,0,0,0,0,9360
Agra,2,1,3,3,0,1,1,0,0,0,0,6840
Bhopal,3,2,5,4,1,1,0,1,0,1,1,11565
Udaipur,9,1,1,4,0,1,1,1,0,1,1,10920
Chennai,2,1,6,2,0,1,1,1,1,1,1,12412
Bangalore,5,1,4,3,1,1,0,1,0,1,0,12065
Agra,3,1,5,1,0,0,1,1,0,0,1,8546
Lucknow,2,3,2,1,1,0,0,1,0,0,1,8634
Nagpur,7,4,5,3,0,1,1,0,1,1,1,13133
Surat,6,2,4,3,1,0,0,1,0,0,1,11307
Kolkata,10,5,5,1,0,1,1,1,0,1,1,14900
Bangalore,4,1,4,2,1,0,1,1,1,1,0,13287
Hyderabad,6,4,3,2,0,0,0,1,1,1,1,13808
Nagpur,10,2,6,2,0,0,1,0,0,1,1,11111
Chennai,6,3,2,4,1,1,0,0,1,1,1,12657
Agra,5,5,6,2,0,0,0,0,0,1,1,9939
Lucknow,7,5,2,4,0,0,0,1,1,0,0,13394
Indore,4,4,4,3,0,1,1,0,0,1,0,9527
Delhi,3,4,4,1,1,1,0,1,0,1,0,11780
Lucknow,9,5,3,3,0,1,0,1,1,0,0,13470
Surat,10,1,2,1,1,1,0,1,1,1,1,12364
Nagpur,2,2,1,2,0,0,1,1,0,1,0,8411
Jaipur,10,1,6,1,1,0,1,1,1,1,0,12573
Pune,3,3,3,3,1,0,1,1,1,1,1,14819
Surat,4,1,4,1,1,1,1,0,0,1,0,7823
Ahmedabad,9,4,1,2,1,1,1,1,0,1,0,13807
Dehradun,6,1,6,1,1,0,0,1,1,1,1,9353
Patna,2,4,3,1,0,0,1,0,1,0,1,8498
Udaipur,9,5,6,4,0,1,0,0,0,0,0,10197
Hyderabad,8,2,5,3,1,0,1,1,1,1,0,14965
Mysore,8,1,2,2,1,1,0,1,1,1,0,9753
Bangalore,1,5,6,1,0,0,0,1,1,1,1,13140
Hyderabad,9,2,1,3,1,0,0,1,0,1,1,13326
Ahmedabad,5,3,6,2,0,1,1,0,0,1,0,12156
Coimbatore,1,5,4,1,1,0,1,0,0,0,0,7872
Varanasi,3,5,2,2,0,1,0,0,0,0,1,8079
Mumbai,2,1,3,4,0,0,1,1,1,0,0,10593
Patna,6,3,3,2,1,0,0,0,1,1,1,9481
Dehradun,6,1,3,1,0,1,1,0,0,0,1,7353
Lucknow,1,3,6,4,0,0,0,0,1,0,1,10249
Udaipur,2,4,4,2,1,0,1,1,1,1,0,10515
Bhopal,2,1,5,4,0,1,0,1,1,0,0,10438
Raipur,3,2,5,1,0,0,1,1,0,0,0,8295
Varanasi,3,2,6,2,0,0,1,1,0,0,1,9953
Indore,5,4,6,3,1,1,0,0,0,1,0,10589
Coimbatore,3,4,5,1,1,0,0,0,1,0,0,9485
Surat,4,3,5,1,1,1,1,0,0,0,1,8709
Jaipur,3,3,2,3,0,0,0,0,0,0,1,8401
Kolkata,10,5,3,2,1,0,0,0,1,1,1,13895
Dehradun,4,3,4,2,1,1,0,0,1,0,0,8588
Bhopal,4,2,5,3,1,1,1,0,1,1,1,10990
Chandigarh,1,4,5,4,1,1,1,0,0,0,1,9871
Mumbai,7,3,2,4,1,0,0,1,1,0,1,14497
Delhi,3,5,1,1,1,1,0,1,0,0,0,11407
Delhi,3,3,1,1,1,1,0,1,1,1,1,12742
Mysore,7,1,5,2,0,0,1,0,0,0,0,7650
Kolkata,9,3,5,2,1,0,1,1,0,0,1,14266
Jodhpur,4,4,1,2,1,1,1,0,1,1,1,10535
Patna,3,4,6,1,1,0,1,1,0,0,0,10757
Udaipur,8,1,2,3,1,1,0,1,0,0,1,10246
Patna,9,2,5,2,0,1,0,1,1,0,1,12572
Bhopal,5,3,2,4,1,0,0,1,0,0,1,10318
Indore,2,5,2,3,0,1,0,0,1,1,1,9947
Udaipur,1,3,3,1,1,1,0,0,0,0,0,5715
Mumbai,9,5,4,3,0,1,1,1,0,1,0,15721
Raipur,6,3,6,2,0,0,0,1,1,0,1,11112
Agra,7,1,5,1,0,0,0,0,0,0,0,6148
Bangalore,7,2,4,2,1,1,1,0,1,0,1,11244
Dehradun,5,1,6,3,1,1,0,0,0,1,1,7487
Agra,7,1,1,3,1,0,1,1,1,1,1,9938
Jaipur,5,2,4,2,0,0,1,0,1,1,0,8607
Kolkata,4,4,1,2,1,0,1,0,0,0,0,9284
Bhopal,10,5,1,2,1,1,0,0,1,0,1,11626
Indore,10,2,3,1,0,0,0,1,1,1,1,12351
Dehradun,9,2,4,4,1,1,1,1,0,1,0,13192
Nagpur,8,2,6,4,1,1,1,1,1,1,1,15842
Delhi,10,2,1,3,0,1,1,1,1,0,1,14789
Jodhpur,9,3,5,4,1,0,0,1,1,1,1,12786
Dehradun,7,1,4,2,0,0,0,1,0,0,0,9049
Mumbai,2,1,4,1,0,1,1,0,0,1,0,7322
Udaipur,3,1,3,1,1,1,1,1,1,1,0,9598
Ahmedabad,4,5,4,4,0,1,0,0,1,0,1,13062
Varanasi,6,3,1,1,1,0,0,1,1,0,0,8351
Raipur,9,3,2,2,0,1,1,0,0,0,0,8128
Nagpur,6,3,2,4,1,1,1,1,0,0,1,11528
Chandigarh,10,4,6,2,0,1,1,0,0,0,1,12006
Dehradun,9,1,1,3,1,1,0,1,1,0,1,11254
Udaipur,4,2,2,1,0,1,1,0,1,0,0,7676
Dehradun,8,1,3,4,0,0,1,0,1,1,0,9291
Coimbatore,8,3,3,2,0,1,1,1,1,0,1,13226
Shimla,8,3,6,3,1,1,0,0,0,0,1,10495
Chandigarh,9,5,3,4,1,1,0,1,0,0,0,12695
Raipur,2,2,6,3,0,0,1,1,0,1,0,9922
Patna,2,5,6,1,0,0,0,0,0,1,0,9096
Hyderabad,2,2,5,1,0,0,0,1,1,0,1,11205
Kolkata,1,5,5,3,1,1,0,0,0,0,1,11001
Lucknow,6,1,4,3,0,0,0,0,1,1,1,8883
Nagpur,6,4,2,1,0,1,0,1,1,1,1,12482
Mysore,7,5,6,1,0,0,1,1,0,0,0,10656
Chandigarh,1,2,3,3,0,1,1,1,0,1,1,10165
Surat,10,4,3,1,1,1,1,1,0,0,1,13707
Udaipur,2,5,5,3,0,0,0,0,1,0,1,8401
Lucknow,1,5,4,3,0,0,1,1,1,0,1,11368
Patna,3,3,2,4,0,1,0,1,0,0,0,10169
Chennai,1,5,3,2,0,0,1,1,1,1,1,13598
Nagpur,2,5,4,3,1,0,1,0,1,1,1,11530
Kolkata,8,5,1,1,0,1,1,1,1,0,1,14311
Pune,4,3,4,3,0,0,0,0,1,0,1,10706
Indore,5,3,3,4,1,1,1,0,0,0,1,9691
Jaipur,7,2,5,2,1,0,0,0,0,1,1,10091
Agra,10,5,5,3,0,1,0,0,0,1,1,12526
Surat,8,4,2,4,0,1,0,1,0,0,1,11636
Varanasi,6,2,4,4,0,0,1,1,0,1,0,9913
Jodhpur,2,3,6,4,1,0,0,0,1,1,1,10180
Mumbai,3,1,6,2,0,0,0,0,0,1,0,8861
Agra,10,1,6,4,1,0,1,0,1,1,0,11714
Bangalore,9,3,4,2,0,0,1,1,1,1,1,14496
Jaipur,2,2,3,4,1,1,0,0,1,0,1,9785
Indore,2,4,4,2,1,1,0,1,0,0,1,9667
Hyderabad,4,5,2,3,1,1,1,1,0,1,1,14564
Shimla,5,4,2,2,1,1,1,0,0,1,0,8607
Surat,4,2,6,4,1,0,1,0,0,0,0,8716
Raipur,2,4,6,1,0,1,1,0,0,1,0,8247
Indore,8,4,4,3,1,0,1,0,1,0,1,12027
Ahmedabad,10,5,2,2,0,1,0,1,0,1,0,14206
Pune,3,5,2,4,1,1,1,0,1,1,1,14280
Mysore,1,2,5,3,1,1,1,1,1,0,1,11246
Surat,8,5,4,3,1,1,1,1,0,0,1,13169
Dehradun,2,5,6,1,0,1,1,0,1,1,1,10004
Bhopal,5,5,2,1,1,1,0,0,0,1,0,9670
Raipur,4,5,2,1,1,0,1,0,1,1,0,9734
Varanasi,3,2,4,1,1,1,1,0,1,0,0,6656
Bangalore,8,3,5,1,1,0,0,1,1,0,0,12275
Jodhpur,10,3,6,3,0,0,1,1,0,0,1,12720
Hyderabad,7,2,4,1,0,1,0,1,1,1,0,13687
Pune,3,2,1,2,0,0,0,1,1,1,1,11629
Hyderabad,5,4,5,1,0,0,0,0,0,0,0,10373
Patna,3,5,6,2,0,1,0,0,1,1,0,11005
Lucknow,5,5,3,2,0,1,1,1,0,1,0,13114
Udaipur,1,4,5,1,1,1,1,0,0,0,1,8207
Mysore,2,2,6,2,0,0,0,1,1,1,1,10546
Indore,7,5,2,1,1,0,0,0,1,0,1,10824
Mumbai,7,2,4,1,0,0,0,1,0,0,1,11981
Mumbai,9,5,2,3,0,1,0,1,0,0,0,14808
Mysore,4,1,6,3,1,1,0,0,0,0,0,7869
Dehradun,10,1,6,2,1,0,0,0,1,1,1,10186
Kolkata,8,4,3,2,0,0,1,1,0,0,1,14111
Udaipur,2,4,3,2,1,1,1,0,1,1,0,9019
Delhi,5,3,5,3,1,1,1,1,1,1,1,15143
Bhopal,3,1,6,3,0,1,0,1,0,1,0,9237
Jaipur,5,3,1,4,0,1,1,1,0,1,0,11254
Kolkata,9,3,3,4,1,1,1,0,1,1,0,14968
Raipur,5,4,4,2,0,0,0,1,0,1,0,9184
Raipur,1,4,4,3,0,1,1,1,0,0,0,9542
Raipur,5,4,2,4,0,0,0,1,1,1,0,11001
Mumbai,1,2,2,4,0,1,1,1,1,0,0,11313
Hyderabad,9,4,4,1,0,0,1,0,0,1,1,11233
Jodhpur,9,2,2,2,0,0,1,0,1,0,0,7576
Hyderabad,10,3,5,4,1,1,1,1,0,0,1,15988
Chandigarh,4,3,1,1,1,1,1,0,1,0,1,8151
Hyderabad,8,1,2,1,0,1,0,0,1,1,0,9308
Lucknow,6,2,3,1,0,1,0,0,0,1,1,7410
Shimla,6,2,4,4,0,1,1,1,1,0,0,11327
Patna,1,2,1,1,1,1,1,1,0,1,0,8740
Ahmedabad,9,1,4,3,0,0,0,0,0,0,1,11199
Chennai,2,5,3,3,0,1,0,1,0,1,1,12505
Kolkata,6,5,3,4,0,1,1,1,0,0,1,14111
Jodhpur,6,5,5,2,0,1,0,1,1,0,0,11994
Kolkata,5,4,1,3,0,0,1,1,0,0,0,11219
Agra,8,5,2,1,1,0,1,0,0,1,0,10187
Jaipur,10,5,4,4,0,0,0,0,1,1,1,13029
Lucknow,2,5,2,1,1,1,0,0,1,1,0,10120
Raipur,10,1,5,2,1,0,1,0,1,0,1,9126
Mysore,2,1,4,1,1,0,0,1,1,0,1,7660
Indore,1,4,4,1,1,1,0,1,0,1,0,10098
Varanasi,2,4,3,2,0,0,0,1,0,0,0,8004
Bhopal,2,2,1,1,0,0,0,0,1,0,1,6564
Dehradun,4,4,5,3,0,0,0,0,0,0,0,8185
Pune,2,1,2,4,1,0,1,0,1,0,1,9037
Mysore,8,2,1,1,1,0,0,1,1,1,0,10675
Ahmedabad,2,4,4,4,0,0,0,0,1,0,1,11190
Agra,9,3,4,2,1,0,0,0,0,0,1,9462
Chennai,9,2,2,4,1,1,1,1,0,1,1,15227
Nagpur,4,1,2,3,1,1,1,1,1,0,0,10644
Chandigarh,9,2,3,3,0,1,0,1,1,0,1,12994
Udaipur,5,4,5,2,1,0,0,0,1,1,0,9657
Mumbai,10,2,4,3,1,1,1,0,0,0,1,12446
Kolkata,3,2,6,3,1,0,1,0,1,1,0,10935
Chandigarh,8,3,1,4,0,1,0,0,0,1,0,9252
Dehradun,8,1,6,1,0,0,1,1,0,1,1,9827
Shimla,8,3,1,2,1,0,1,1,0,0,1,10326
Chandigarh,4,1,4,3,1,0,1,1,1,0,0,9636
Mysore,7,5,2,1,1,0,0,1,1,1,0,12258
Jaipur,8,5,6,4,0,1,1,0,1,0,1,13671
Indore,9,5,4,3,0,1,1,1,0,1,1,15452
Agra,2,2,4,1,0,1,1,0,0,1,0,7133
Bangalore,3,1,5,3,1,1,0,1,0,1,0,11785
Coimbatore,7,4,5,1,1,0,0,1,0,1,0,12136
Jaipur,6,5,2,3,1,1,1,0,1,1,1,12399
Patna,3,5,3,4,0,1,0,0,1,1,1,10970
Delhi,5,4,2,2,1,0,0,0,1,0,1,10392
Patna,1,4,6,3,1,0,1,1,0,1,1,12165
Delhi,5,4,1,4,0,1,0,0,0,1,0,12191
Delhi,10,5,3,1,1,1,0,1,1,0,1,14986
Dehradun,3,3,6,4,0,1,0,1,0,0,0,10374
Hyderabad,3,3,4,4,0,1,1,1,1,0,0,13399
Mumbai,3,1,2,3,0,0,0,1,1,1,1,12190
Nagpur,5,4,5,3,1,0,0,0,0,1,0,9564
Indore,5,4,5,3,0,0,0,1,1,0,1,12556
Hyderabad,1,1,6,4,0,0,1,1,0,1,1,12000
Kolkata,4,5,3,1,1,0,0,0,1,0,0,10182
Shimla,10,5,5,3,0,0,1,1,0,0,0,13487
Patna,7,1,2,2,0,0,0,1,0,0,1,9708
Pune,10,2,3,2,0,0,1,0,0,0,1,10562
Pune,2,3,6,1,0,0,0,1,1,1,0,12877
Chandigarh,10,2,2,2,1,1,0,1,0,0,0,10349
Mumbai,10,2,4,1,1,1,1,0,0,0,1,11771
Kolkata,10,3,6,4,0,1,1,1,0,1,0,15286
Coimbatore,5,2,4,4,0,0,1,0,0,0,1,9782
Indore,1,3,3,3,0,1,1,0,0,1,1,8642
Kolkata,6,1,4,2,1,1,0,1,1,1,1,13026
Indore,5,4,2,3,1,1,0,0,0,0,0,8748
Mysore,2,2,3,1,0,0,1,0,0,0,1,4810
Bangalore,5,1,3,4,0,1,1,0,0,1,0,10636
Shimla,4,5,4,2,1,1,0,0,0,0,1,8779
Nagpur,1,3,5,3,1,0,0,1,1,0,0,9927
Shimla,8,4,4,2,1,1,0,0,1,0,0,9119
Mysore,9,4,6,4,0,0,0,0,1,0,1,10575
Mumbai,10,3,5,2,1,0,0,1,0,0,0,13200
Raipur,10,1,1,4,1,1,0,0,0,0,1,8028
Jodhpur,2,1,1,3,0,1,0,1,1,1,0,9150
Surat,8,1,2,2,1,0,0,0,1,1,1,9690
Bhopal,9,3,5,3,0,0,0,0,0,0,0,10302
Chandigarh,9,4,6,2,0,0,0,0,1,0,0,11713
Chandigarh,7,4,2,2,0,1,0,0,1,1,0,9953
Mysore,9,4,6,3,0,1,0,0,0,1,1,11298
Chennai,6,1,2,1,1,1,1,0,1,1,0,10020
Chandigarh,9,2,6,2,1,0,1,1,1,0,0,11762
Varanasi,7,5,5,2,0,0,1,1,0,0,0,11289
Delhi,10,5,5,3,1,1,0,0,0,1,1,13742
Mysore,1,2,3,4,1,0,0,0,1,0,0,7893
Ahmedabad,2,5,6,3,0,0,1,0,0,0,1,11356
Varanasi,9,2,5,4,0,0,0,1,1,0,1,11813
Kolkata,8,1,4,4,0,0,0,1,0,0,0,12396
Chandigarh,8,5,3,4,1,1,1,0,1,1,0,14535
Agra,4,2,3,2,1,1,0,0,0,0,0,6344
Chandigarh,8,4,5,2,0,1,0,0,0,1,1,10166
Kolkata,8,4,5,3,0,1,1,0,0,0,0,11490
Udaipur,10,2,6,4,1,1,1,1,0,1,1,13682
Shimla,2,4,3,3,0,1,1,1,1,1,1,10860
Chennai,9,2,4,2,0,1,0,1,1,1,0,14616
Bhopal,3,2,2,2,0,0,0,1,0,0,1,8240
Jaipur,7,3,3,3,1,1,0,1,1,0,0,12511
Ahmedabad,6,2,4,3,1,1,1,1,0,1,1,13039
Indore,9,4,5,3,1,0,0,1,1,0,0,12705
Mumbai,3,3,2,4,1,1,1,0,1,0,1,11425
Bangalore,9,2,1,4,1,0,1,1,1,0,1,14192
Jaipur,1,5,2,4,1,0,1,1,0,0,0,11253
Bhopal,5,2,5,3,1,0,1,1,0,0,1,11511
Surat,3,3,4,2,1,1,1,1,1,0,1,10932
Mumbai,4,1,4,2,0,1,1,1,0,1,1,12577
Jaipur,2,2,5,1,1,0,0,0,0,1,1,8296
Kolkata,4,2,5,1,0,0,0,1,1,0,0,11129
Mumbai,8,2,3,3,1,0,0,1,0,0,0,12464
Coimbatore,6,1,4,1,0,1,0,0,0,1,0,6512
Bangalore,9,4,4,2,0,1,0,0,0,0,1,12066
Pune,5,4,2,4,1,1,0,0,0,1,1,12850
Pune,6,4,6,4,0,0,1,1,0,1,0,13963
Kolkata,3,1,4,1,1,1,1,0,0,0,0,7500
Varanasi,5,1,2,4,1,0,1,1,1,0,1,11009
Coimbatore,4,5,5,4,0,1,0,0,0,1,1,11760
Nagpur,2,2,3,2,1,0,1,0,0,0,0,7736
Lucknow,7,5,5,2,0,1,1,0,1,1,1,13743
Nagpur,2,5,6,3,1,0,0,1,1,1,1,12752
Raipur,9,4,4,4,1,0,1,0,0,1,1,11001
Coimbatore,4,5,4,1,1,1,1,0,1,0,1,11561
Dehradun,6,5,1,1,0,1,0,0,1,0,0,8958
Dehradun,4,5,4,2,1,1,1,1,0,0,0,11847
Surat,4,1,3,3,0,1,1,0,0,1,1,7724
Bhopal,2,5,4,1,1,1,0,1,0,1,1,10451
Bangalore,3,5,2,2,1,1,0,0,0,0,0,9484
Varanasi,6,5,1,4,0,1,0,1,1,1,0,12858
Delhi,4,4,3,3,1,0,1,1,1,0,0,13156
Mysore,7,2,2,3,1,0,1,0,1,0,0,8188
Chandigarh,5,1,6,3,1,1,1,0,0,1,1,9191
Jaipur,8,4,4,4,0,1,0,1,1,0,0,13422
Coimbatore,2,1,3,2,0,1,1,1,1,0,0,8450
Kolkata,8,3,2,2,1,0,0,1,0,0,1,12136
Nagpur,4,5,4,4,0,1,0,1,0,1,1,14001
Chandigarh,2,5,1,2,0,0,1,1,0,1,1,11950
Mumbai,10,4,4,1,1,1,0,1,0,1,0,13312
Bangalore,3,2,4,3,0,0,0,0,0,0,0,8440
Lucknow,7,3,5,4,1,0,0,0,0,0,1,9843
Chennai,8,1,3,3,1,0,0,1,0,1,0,12749
Jaipur,9,1,2,4,1,0,0,1,0,1,1,11026
